ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10343,27,36.21,977.67,2004-11-24,Shipped,11,2004,Classic Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10367,38,38.5,1463.0,2005-01-12,Resolved,1,2005,Classic Cars,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
10379,32,100.0,3970.56,2005-02-10,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10420,37,60.37,2233.69,2005-05-29,In Process,5,2005,Classic Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10106,28,88.63,2481.64,2003-02-17,Shipped,2,2003,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10120,39,100.0,4651.53,2003-04-29,Shipped,4,2003,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10133,41,94.1,3858.1,2003-06-27,Shipped,6,2003,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10145,40,87.54,3501.6,2003-08-25,Shipped,8,2003,Planes,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10168,49,100.0,6433.7,2003-10-28,Shipped,10,2003,Planes,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10210,27,98.48,2658.96,2004-01-12,Shipped,1,2004,Planes,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10223,34,100.0,3608.76,2004-02-20,Shipped,2,2004,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10235,23,96.29,2214.67,2004-04-02,Shipped,4,2004,Planes,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10250,31,88.63,2747.53,2004-05-11,Shipped,5,2004,Planes,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10275,25,95.2,2380.0,2004-07-23,Shipped,7,2004,Planes,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10284,22,100.0,2310.88,2004-08-21,Shipped,8,2004,Planes,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Small
10297,32,100.0,4061.76,2004-09-16,Shipped,9,2004,Planes,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Medium
10308,31,100.0,3493.7,2004-10-15,Shipped,10,2004,Planes,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Medium
10316,25,100.0,2872.25,2004-11-01,Shipped,11,2004,Planes,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10328,47,87.54,4114.38,2004-11-12,Shipped,11,2004,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10339,21,50.65,1063.65,2004-11-23,Shipped,11,2004,Planes,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10353,28,71.73,2008.44,2004-12-04,Shipped,12,2004,Planes,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Small
10374,46,94.1,4328.6,2005-02-02,Shipped,2,2005,Planes,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,Australia,APAC,Medium
10386,33,41.71,1376.43,2005-03-01,Resolved,3,2005,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10398,43,100.0,5552.16,2005-03-30,Shipped,3,2005,Planes,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10416,47,88.63,4165.61,2005-05-10,Shipped,5,2005,Planes,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Medium
10101,45,31.2,1404.0,2003-01-09,Shipped,1,2003,Vintage Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Small
10110,20,35.51,710.2,2003-03-18,Shipped,3,2003,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10124,45,37.84,1702.8,2003-05-21,Shipped,5,2003,Vintage Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Small
10149,36,33.19,1194.84,2003-09-12,Shipped,9,2003,Vintage Cars,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,CA,USA,NAM,Small
10162,37,27.22,1007.14,2003-10-18,Shipped,10,2003,Vintage Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10173,31,31.53,977.43,2003-11-05,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10182,39,36.84,1436.76,2003-11-12,Shipped,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10193,26,29.21,759.46,2003-11-21,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,Australia,APAC,Small
10205,32,37.17,1189.44,2003-12-03,Shipped,12,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10214,20,34.19,683.8,2004-01-26,Shipped,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10227,42,29.21,1226.82,2004-03-02,Shipped,3,2004,Vintage Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10243,33,29.54,974.82,2004-04-26,Shipped,4,2004,Vintage Cars,Diecast Collectables,6251 Ingle Ln.,Boston,MA,USA,NAM,Small
10280,20,28.88,577.6,2004-08-17,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10288,29,38.17,1106.93,2004-09-01,Shipped,9,2004,Vintage Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10304,23,30.2,694.6,2004-10-11,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10312,39,29.54,1152.06,2004-10-21,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10322,20,100.0,2624.0,2004-11-04,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Small
10332,45,81.91,3685.95,2004-11-17,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10344,20,35.18,703.6,2004-11-25,Shipped,11,2004,Vintage Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Small
10356,48,100.0,9720.0,2004-12-09,Shipped,12,2004,Vintage Cars,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Large
10367,23,36.29,834.67,2005-01-12,Resolved,1,2005,Vintage Cars,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
10380,32,70.56,2257.92,2005-02-16,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10391,33,100.0,8344.71,2005-03-09,Shipped,3,2005,Vintage Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Large
10409,61,29.54,1801.94,2005-04-23,Shipped,4,2005,Vintage Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10420,45,26.88,1209.6,2005-05-29,In Process,5,2005,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10107,38,83.03,3155.14,2003-02-24,Shipped,2,2003,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10120,34,83.79,2848.86,2003-04-29,Shipped,4,2003,Motorcycles,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10134,43,83.03,3570.29,2003-07-01,Shipped,7,2003,Motorcycles,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Medium
10145,47,83.03,3902.41,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10158,22,67.03,1474.66,2003-10-10,Shipped,10,2003,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10168,29,75.41,2186.89,2003-10-28,Shipped,10,2003,Motorcycles,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Small
10180,28,68.55,1919.4,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Small
10188,40,91.4,3656.0,2003-11-18,Shipped,11,2003,Motorcycles,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Medium
10201,25,73.88,1847.0,2003-12-01,Shipped,12,2003,Motorcycles,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Small
10210,30,61.7,1851.0,2004-01-12,Shipped,1,2004,Motorcycles,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10223,38,69.31,2633.78,2004-02-20,Shipped,2,2004,Motorcycles,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10236,36,87.6,3153.6,2004-04-03,Shipped,4,2004,Motorcycles,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,USA,NAM,Medium
10250,32,87.6,2803.2,2004-05-11,Shipped,5,2004,Motorcycles,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10263,37,62.46,2311.02,2004-06-28,Shipped,6,2004,Motorcycles,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Small
10275,30,79.98,2399.4,2004-07-23,Shipped,7,2004,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10285,39,70.08,2733.12,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Small
10297,32,65.51,2096.32,2004-09-16,Shipped,9,2004,Motorcycles,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Small
10308,47,63.22,2971.34,2004-10-15,Shipped,10,2004,Motorcycles,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Small
10318,26,86.83,2257.58,2004-11-02,Shipped,11,2004,Motorcycles,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10329,37,94.43,3493.91,2004-11-15,Shipped,11,2004,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10340,55,79.98,4398.9,2004-11-24,Shipped,11,2004,Motorcycles,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Medium
10363,21,100.0,3595.62,2005-01-06,Shipped,1,2005,Motorcycles,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10375,23,100.0,2443.29,2005-02-03,Shipped,2,2005,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10389,49,81.4,3988.6,2005-03-03,Shipped,3,2005,Motorcycles,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Medium
10402,59,87.6,5168.4,2005-04-07,Shipped,4,2005,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10416,32,87.6,2803.2,2005-05-10,Shipped,5,2005,Motorcycles,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10105,43,100.0,6341.21,2003-02-11,Shipped,2,2003,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10117,41,100.0,5189.78,2003-04-16,Shipped,4,2003,Ships,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10129,45,100.0,6027.75,2003-06-12,Shipped,6,2003,Ships,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Medium
10142,33,100.0,3366.0,2003-08-08,Shipped,8,2003,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10153,40,100.0,5456.4,2003-09-28,Shipped,9,2003,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10177,50,100.0,6083.0,2003-11-07,Shipped,11,2003,Ships,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Medium
10185,30,100.0,3170.7,2003-11-14,Shipped,11,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10197,41,100.0,4534.6,2003-11-26,Shipped,11,2003,Ships,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Medium
10208,35,100.0,4301.15,2004-01-02,Shipped,1,2004,Ships,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10221,49,100.0,6804.63,2004-02-18,Shipped,2,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Medium
10232,46,100.0,5652.94,2004-03-20,Shipped,3,2004,Ships,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Medium
10261,36,100.0,4512.6,2004-06-17,Shipped,6,2004,Ships,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10273,22,100.0,2784.76,2004-07-21,Shipped,7,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10283,42,100.0,5316.36,2004-08-20,Shipped,8,2004,Ships,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Medium
10293,21,100.0,2941.89,2004-09-09,Shipped,9,2004,Ships,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10306,29,100.0,3207.4,2004-10-14,Shipped,10,2004,Ships,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10315,35,100.0,4215.05,2004-10-29,Shipped,10,2004,Ships,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10326,41,100.0,4333.29,2004-11-09,Shipped,11,2004,Ships,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,,Sweden,EMEA,Medium
10337,29,71.97,2087.13,2004-11-21,Shipped,11,2004,Ships,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Small
10350,34,50.33,1711.22,2004-12-02,Shipped,12,2004,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10372,37,100.0,3910.53,2005-01-26,Shipped,1,2005,Ships,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10384,28,80.54,2255.12,2005-02-23,Shipped,2,2005,Ships,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10396,49,100.0,5720.75,2005-03-23,Shipped,3,2005,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10101,46,53.76,2472.96,2003-01-09,Shipped,1,2003,Vintage Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Small
10110,39,44.35,1729.65,2003-03-18,Shipped,3,2003,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10124,22,45.25,995.5,2003-05-21,Shipped,5,2003,Vintage Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Small
10149,49,49.28,2414.72,2003-09-12,Shipped,9,2003,Vintage Cars,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,CA,USA,NAM,Small
10162,43,36.29,1560.47,2003-10-18,Shipped,10,2003,Vintage Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10173,27,41.22,1112.94,2003-11-05,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10182,31,36.74,1138.94,2003-11-12,Shipped,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10193,20,50.62,1012.4,2003-11-21,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,Australia,APAC,Small
10205,24,38.08,913.92,2003-12-03,Shipped,12,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10214,49,47.94,2349.06,2004-01-26,Shipped,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10227,24,48.38,1161.12,2004-03-02,Shipped,3,2004,Vintage Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10244,39,45.25,1764.75,2004-04-29,Shipped,4,2004,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10255,37,45.7,1690.9,2004-06-04,Shipped,6,2004,Vintage Cars,Mini Caravy,"24, place Kluber",Strasbourg,,France,EMEA,Small
10280,45,47.49,2137.05,2004-08-17,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10289,45,48.38,2177.1,2004-09-03,Shipped,9,2004,Vintage Cars,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Small
10304,44,39.42,1734.48,2004-10-11,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10312,23,37.63,865.49,2004-10-21,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10322,30,100.0,3500.1,2004-11-04,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Medium
10332,26,85.52,2223.52,2004-11-17,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10345,43,53.76,2311.68,2004-11-25,Shipped,11,2004,Vintage Cars,Atelier graphique,"54, rue Royale",Nantes,,France,EMEA,Small
10356,26,31.86,828.36,2004-12-09,Shipped,12,2004,Vintage Cars,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Small
10367,28,30.59,856.52,2005-01-12,Resolved,1,2005,Vintage Cars,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
10380,27,68.35,1845.45,2005-02-16,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10391,24,100.0,4042.08,2005-03-09,Shipped,3,2005,Vintage Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10421,40,45.7,1828.0,2005-05-29,In Process,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10103,36,100.0,3680.28,2003-01-29,Shipped,1,2003,Trucks and Buses,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10114,21,100.0,2925.09,2003-04-01,Shipped,4,2003,Trucks and Buses,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Small
10126,27,100.0,3415.77,2003-05-28,Shipped,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Medium
10140,47,100.0,5105.14,2003-07-24,Shipped,7,2003,Trucks and Buses,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10151,42,100.0,5098.8,2003-09-21,Shipped,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Medium
10165,32,100.0,4661.76,2003-10-22,Shipped,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10175,28,100.0,2969.96,2003-11-06,Shipped,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Small
10184,24,100.0,3496.32,2003-11-14,Shipped,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,Spain,EMEA,Medium
10194,49,100.0,5760.93,2003-11-25,Shipped,11,2003,Trucks and Buses,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10207,46,100.0,6819.04,2003-12-09,Shipped,12,2003,Trucks and Buses,Diecast Collectables,6251 Ingle Ln.,Boston,MA,USA,NAM,Medium
10217,28,100.0,3148.88,2004-02-04,Shipped,2,2004,Trucks and Buses,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Medium
10229,48,100.0,5704.32,2004-03-11,Shipped,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10246,29,100.0,3520.6,2004-05-05,Shipped,5,2004,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10259,47,100.0,5285.62,2004-06-15,Shipped,6,2004,Trucks and Buses,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Medium
10271,43,100.0,5605.05,2004-07-20,Shipped,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10281,25,100.0,2779.5,2004-08-19,Shipped,8,2004,Trucks and Buses,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10291,48,100.0,5398.08,2004-09-08,Shipped,9,2004,Trucks and Buses,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Medium
10305,24,100.0,3189.6,2004-10-13,Shipped,10,2004,Trucks and Buses,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Medium
10313,42,100.0,5581.8,2004-10-22,Shipped,10,2004,Trucks and Buses,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Medium
10324,31,100.0,3820.44,2004-11-05,Shipped,11,2004,Trucks and Buses,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10348,37,100.0,5981.42,2004-11-01,Shipped,11,2004,Trucks and Buses,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Medium
10358,41,100.0,5684.65,2004-12-10,Shipped,12,2004,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10371,20,100.0,3449.4,2005-01-23,Shipped,1,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10382,20,100.0,2654.4,2005-02-17,Shipped,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10412,70,100.0,8498.0,2005-05-03,Shipped,5,2005,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10425,49,100.0,5510.54,2005-05-31,In Process,5,2005,Trucks and Buses,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10108,35,58.87,2060.45,2003-03-03,Shipped,3,2003,Motorcycles,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Small
10121,32,76.88,2460.16,2003-05-07,Shipped,5,2003,Motorcycles,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10135,29,61.64,1787.56,2003-07-02,Shipped,7,2003,Motorcycles,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10145,27,60.95,1645.65,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
10159,27,80.34,2169.18,2003-10-10,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10169,38,74.11,2816.18,2003-11-04,Shipped,11,2003,Motorcycles,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10180,35,72.03,2521.05,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Small
10190,42,76.19,3199.98,2003-11-19,Shipped,11,2003,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10211,21,63.72,1338.12,2004-01-15,Shipped,1,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Small
10224,37,80.34,2972.58,2004-02-21,Shipped,2,2004,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Small
10237,26,79.65,2070.9,2004-04-05,Shipped,4,2004,Motorcycles,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Small
10252,47,65.8,3092.6,2004-05-26,Shipped,5,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10264,37,65.1,2408.7,2004-06-30,Shipped,6,2004,Motorcycles,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Small
10276,46,75.49,3472.54,2004-08-02,Shipped,8,2004,Motorcycles,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Medium
10285,38,59.56,2263.28,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Small
10299,33,66.49,2194.17,2004-09-30,Shipped,9,2004,Motorcycles,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Small
10309,24,56.1,1346.4,2004-10-15,Shipped,10,2004,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
